County,Date,New cases,Total Cases,Total Deaths,"Rate Per 10,000",% of all cases by date
Perquimans,8/3/2020,4,71,2,52.7,0.06
Perquimans,8/2/2020,2,67,2,49.8,0.05
Perquimans,8/1/2020,1,65,2,48.3,0.05
Perquimans,7/31/2020,2,64,2,47.5,0.05
Perquimans,7/30/2020,4,62,2,46.1,0.05
Perquimans,7/29/2020,1,58,2,43.1,0.05
Perquimans,7/28/2020,1,57,2,42.3,0.05
Perquimans,7/27/2020,0,56,2,41.6,0.05
Perquimans,7/26/2020,2,56,2,41.6,0.05
Perquimans,7/25/2020,3,54,2,40.1,0.05
Perquimans,7/24/2020,1,51,2,37.9,0.05
Perquimans,7/23/2020,0,50,2,37.1,0.05
Perquimans,7/22/2020,2,50,2,37.1,0.05
Perquimans,7/21/2020,3,48,2,35.7,0.05
Perquimans,7/20/2020,1,45,2,33.4,0.04
Perquimans,7/19/2020,2,44,2,32.7,0.04
Perquimans,7/18/2020,-1,42,2,31.2,0.04
Perquimans,7/17/2020,0,43,2,31.9,0.05
Perquimans,7/16/2020,3,43,2,31.9,0.05
Perquimans,7/15/2020,2,40,2,29.7,0.04
Perquimans,7/14/2020,-1,38,2,28.2,0.04
Perquimans,7/13/2020,0,39,2,29,0.04
Perquimans,7/12/2020,0,39,2,29,0.05
Perquimans,7/11/2020,0,39,2,29,0.05
Perquimans,7/10/2020,2,39,2,29,0.05
Perquimans,7/9/2020,0,37,2,27.5,0.05
Perquimans,7/8/2020,0,37,2,27.5,0.05
Perquimans,7/7/2020,0,37,2,27.5,0.05
Perquimans,7/6/2020,0,37,2,27.5,0.05
Perquimans,7/5/2020,0,37,2,27.5,0.05
Perquimans,7/4/2020,0,37,2,27.5,0.05
Perquimans,7/3/2020,1,37,2,27.5,0.05
Perquimans,7/2/2020,0,36,2,26.7,0.05
Perquimans,7/1/2020,0,36,2,26.7,0.05
Perquimans,6/30/2020,0,36,2,26.7,0.06
Perquimans,6/29/2020,0,36,2,26.7,0.06
Perquimans,6/28/2020,0,36,2,26.7,0.06
Perquimans,6/27/2020,4,36,2,26.7,0.06
Perquimans,6/26/2020,0,32,null,23.8,0.05
Perquimans,6/25/2020,0,32,2,23.8,0.06
Perquimans,6/24/2020,2,32,2,23.8,0.06
Perquimans,6/23/2020,0,30,2,22.3,0.06
Perquimans,6/22/2020,0,30,2,22.3,0.06
Perquimans,6/21/2020,0,30,2,22.3,0.06
Perquimans,6/20/2020,0,30,2,22.3,0.06
Perquimans,6/19/2020,0,30,2,22.3,0.06
Perquimans,6/18/2020,0,30,2,22.3,0.06
Perquimans,6/17/2020,0,30,2,22.3,0.06
Perquimans,6/16/2020,1,30,2,22.3,0.07
Perquimans,6/15/2020,0,29,2,21.5,0.06
Perquimans,6/14/2020,0,29,2,21.5,0.07
Perquimans,6/13/2020,0,29,2,21.5,0.07
Perquimans,6/12/2020,1,29,2,21.5,0.07
Perquimans,6/11/2020,2,28,2,20.8,0.07
Perquimans,6/10/2020,1,26,2,19.3,0.07
Perquimans,6/9/2020,0,25,2,18.6,0.07
Perquimans,6/8/2020,-1,25,2,18.6,0.07
Perquimans,6/7/2020,0,26,2,19.3,0.07
Perquimans,6/6/2020,0,26,2,19.3,0.08
Perquimans,6/5/2020,1,26,2,19.3,0.08
Perquimans,6/4/2020,0,25,2,18.6,0.08
Perquimans,6/3/2020,0,25,2,18.6,0.08
Perquimans,6/2/2020,1,25,2,18.6,0.08
Perquimans,6/1/2020,0,24,2,17.8,0.08
Perquimans,5/30/2020,0,24,2,17.8,0.09
Perquimans,5/29/2020,1,24,2,17.8,0.09
Perquimans,5/28/2020,0,23,2,17.1,0.09
Perquimans,5/27/2020,0,23,2,17.1,0.09
Perquimans,5/26/2020,0,23,2,17.1,0.1
Perquimans,5/25/2020,0,23,2,17.1,0.1
Perquimans,5/24/2020,0,23,2,17.1,0.1
Perquimans,5/23/2020,1,23,2,17.1,0.1
Perquimans,5/22/2020,-1,22,2,16.3,0.1
Perquimans,5/21/2020,1,23,2,17.1,0.11
Perquimans,5/20/2020,0,22,2,16.3,0.11
Perquimans,5/19/2020,-1,22,2,16.3,0.11
Perquimans,5/18/2020,0,23,2,17.1,0.12
Perquimans,5/17/2020,2,23,2,17.1,0.12
Perquimans,5/15/2020,1,21,2,15.6,0.12
Perquimans,5/14/2020,1,20,2,14.9,0.12
Perquimans,5/13/2020,0,19,2,14.1,0.12
Perquimans,5/12/2020,2,19,2,14.1,0.12
Perquimans,5/11/2020,0,17,2,12.6,0.11
Perquimans,5/10/2020,0,17,2,12.6,0.12
Perquimans,5/9/2020,3,17,2,12.6,0.12
Perquimans,5/8/2020,0,14,2,10.4,0.1
Perquimans,5/7/2020,0,14,2,10.4,0.1
Perquimans,5/6/2020,0,14,2,10.4,0.11
Perquimans,5/5/2020,0,14,2,10.4,0.11
Perquimans,5/4/2020,0,14,1,10.4,0.12
Perquimans,5/3/2020,0,14,1,10.4,0.12
Perquimans,5/2/2020,0,14,1,10.4,0.12
Perquimans,5/1/2020,1,14,0,10.4,0.13
Perquimans,4/30/2020,0,13,0,9.7,0.12
Perquimans,4/29/2020,1,13,0,9.7,0.13
Perquimans,4/28/2020,1,12,0,8.9,0.13
Perquimans,4/27/2020,1,11,0,8.2,0.12
Perquimans,4/26/2020,0,10,0,7.4,0.11
Perquimans,4/25/2020,0,10,0,7.4,0.12
Perquimans,4/24/2020,2,10,0,7.4,0.12
Perquimans,4/23/2020,0,8,0,5.9,0.11
Perquimans,4/22/2020,0,8,0,5.9,0.11
Perquimans,4/21/2020,0,8,0,5.9,0.12
Perquimans,4/20/2020,0,8,0,5.9,0.12
Perquimans,4/19/2020,0,8,0,5.9,0.12
Perquimans,4/18/2020,0,8,0,5.9,0.13
Perquimans,4/17/2020,0,8,0,5.9,0.14
Perquimans,4/16/2020,0,8,0,5.9,0.15
Perquimans,4/15/2020,0,8,0,5.9,0.16
Person,9/18/2020,5,398,6,100.8,0.21
Person,9/17/2020,5,393,6,99.5,0.21
Person,9/16/2020,3,388,6,98.3,0.21
Person,9/15/2020,1,385,6,97.5,0.21
Person,9/14/2020,1,384,6,97.2,0.21
Person,9/13/2020,4,383,6,97,0.21
Person,9/12/2020,3,379,6,96,0.21
Person,9/11/2020,10,376,6,95.2,0.21
Person,9/10/2020,6,366,6,92.7,0.2
Person,9/9/2020,2,360,6,91.2,0.2
Person,9/8/2020,1,358,6,90.7,0.2
Person,9/7/2020,1,357,6,90.4,0.2
Person,9/6/2020,2,356,6,90.1,0.2
Person,9/5/2020,7,354,6,89.6,0.2
Person,9/4/2020,4,347,6,87.9,0.2
Person,9/3/2020,7,343,6,86.9,0.2
Person,9/2/2020,4,336,5,85.1,0.2
Person,9/1/2020,10,332,5,84.1,0.2
Person,8/30/2020,15,322,5,81.5,0.19
Person,8/28/2020,5,307,3,77.7,0.19
Person,8/27/2020,4,302,3,76.5,0.19
Person,8/26/2020,16,298,2,75.5,0.19
Person,8/25/2020,3,282,2,71.4,0.18
Person,8/24/2020,3,279,2,70.7,0.18
Person,8/23/2020,5,276,2,69.9,0.18
Person,8/22/2020,6,271,2,68.6,0.18
Person,8/21/2020,6,265,2,67.1,0.17
Person,8/20/2020,7,259,2,65.6,0.17
Person,8/19/2020,2,252,2,63.8,0.17
Person,8/18/2020,3,250,2,63.3,0.17
Person,8/17/2020,0,247,2,62.5,0.17
Person,8/16/2020,4,247,2,62.5,0.17
Person,8/15/2020,6,243,2,61.5,0.17
Person,8/14/2020,3,237,2,60,0.17
Person,8/13/2020,6,234,2,59.3,0.17
Person,8/12/2020,2,228,2,57.7,0.16
Person,8/11/2020,3,226,2,57.2,0.16
Person,8/10/2020,0,223,2,56.5,0.16
Person,8/9/2020,15,223,2,56.5,0.16
Person,8/8/2020,1,208,2,52.7,0.15
Person,8/7/2020,4,207,2,52.4,0.16
Person,8/6/2020,1,203,2,51.4,0.15
Person,8/5/2020,1,202,2,51.2,0.16
Person,8/4/2020,0,201,2,50.9,0.16
Person,8/3/2020,8,201,2,50.9,0.16
Person,8/2/2020,2,193,2,48.9,0.15
Person,8/1/2020,2,191,2,48.4,0.15
Person,7/31/2020,2,189,2,47.9,0.15
Person,7/30/2020,1,187,2,47.4,0.16
Person,7/29/2020,1,186,1,47.1,0.16
Person,7/28/2020,9,185,1,46.8,0.16
Person,7/27/2020,2,176,1,44.6,0.15
Person,7/26/2020,5,174,1,44.1,0.15
Person,7/25/2020,2,169,1,42.8,0.15
Person,7/24/2020,8,167,1,42.3,0.15
Person,7/23/2020,2,159,1,40.3,0.15
Person,7/22/2020,6,157,1,39.8,0.15
Person,7/21/2020,7,151,1,38.2,0.15
Person,7/20/2020,1,144,1,36.5,0.14
Person,7/19/2020,2,143,1,36.2,0.14
Person,7/18/2020,2,141,1,35.7,0.14
Person,7/17/2020,3,139,1,35.2,0.15
Person,7/16/2020,1,136,1,34.4,0.15
Person,7/15/2020,1,135,1,34.2,0.15
Person,7/14/2020,3,134,1,33.9,0.15
Person,7/13/2020,1,131,1,33.2,0.15
Person,7/12/2020,2,130,1,32.9,0.15
Person,7/11/2020,1,128,1,32.4,0.15
Person,7/10/2020,2,127,1,32.2,0.16
Person,7/9/2020,1,125,1,31.7,0.16
Person,7/8/2020,1,124,1,31.4,0.16
Person,7/7/2020,3,123,1,31.1,0.16
Person,7/6/2020,3,120,1,30.4,0.16
Person,7/5/2020,3,117,1,29.6,0.16
Person,7/4/2020,2,114,1,28.9,0.16
Person,7/3/2020,5,112,1,28.4,0.16
Person,7/2/2020,0,107,1,27.1,0.16
Person,7/1/2020,1,107,1,27.1,0.16
Person,6/30/2020,-1,106,1,26.8,0.16
Person,6/29/2020,3,107,1,27.1,0.17
Person,6/28/2020,1,104,1,26.3,0.17
Person,6/27/2020,3,103,1,26.1,0.17
Person,6/26/2020,4,100,null,25.3,0.17
Person,6/25/2020,-1,96,1,24.3,0.17
Person,6/24/2020,5,97,1,24.6,0.17
Person,6/23/2020,0,92,1,23.3,0.17
Person,6/22/2020,0,92,1,23.3,0.17
Person,6/21/2020,1,92,1,23.3,0.17
Person,6/20/2020,3,91,1,23,0.18
Person,6/19/2020,2,88,1,22.3,0.18
Person,6/18/2020,3,86,1,21.8,0.18
Person,6/17/2020,1,83,1,21,0.18
Person,6/16/2020,3,82,1,20.8,0.18
Person,6/15/2020,0,79,1,20,0.18
Person,6/14/2020,6,79,1,20,0.18
Person,6/13/2020,1,73,1,18.5,0.17
Person,6/12/2020,2,72,1,18.2,0.18
Person,6/11/2020,5,70,1,17.7,0.18
Person,6/10/2020,2,65,1,16.5,0.17
Person,6/9/2020,2,63,1,16,0.17
Person,6/8/2020,3,61,1,15.4,0.17
Person,6/7/2020,1,58,1,14.7,0.16
Person,6/6/2020,0,57,1,14.4,0.16
Person,6/5/2020,2,57,1,14.4,0.17
Person,6/4/2020,1,55,1,13.9,0.17
Person,6/3/2020,4,54,1,13.7,0.18
Person,6/2/2020,0,50,1,12.7,0.17
Person,6/1/2020,2,50,1,12.7,0.17
Person,5/30/2020,3,48,1,12.2,0.17
Person,5/29/2020,1,45,1,11.4,0.17
Person,5/28/2020,5,44,1,11.1,0.17
Person,5/27/2020,1,39,1,9.9,0.16
Person,5/26/2020,1,38,1,9.6,0.16
Person,5/25/2020,0,37,1,9.4,0.15
Person,5/24/2020,0,37,1,9.4,0.16
Person,5/23/2020,3,37,1,9.4,0.16
Person,5/22/2020,0,34,1,8.6,0.16
Person,5/21/2020,0,34,1,8.6,0.16
Person,5/20/2020,0,34,1,8.6,0.17
Person,5/19/2020,1,34,1,8.6,0.17
Person,5/18/2020,2,33,1,8.4,0.17
Person,5/17/2020,-1,31,1,7.9,0.17
Person,5/15/2020,1,32,1,8.1,0.19
Person,5/14/2020,0,31,1,7.9,0.19
Person,5/13/2020,0,31,1,7.9,0.2
Person,5/12/2020,0,31,1,7.9,0.2
Person,5/11/2020,1,31,1,7.9,0.21
Person,5/10/2020,0,30,1,7.6,0.2
Person,5/9/2020,1,30,1,7.6,0.21
Person,5/8/2020,2,29,1,7.3,0.21
Person,5/7/2020,4,27,1,6.8,0.2
Person,5/6/2020,0,23,1,5.8,0.18
Person,5/5/2020,0,23,1,5.8,0.19
Person,5/4/2020,0,23,1,5.8,0.19
Person,5/3/2020,1,23,1,5.8,0.2
Person,5/2/2020,1,22,1,5.6,0.19
Person,5/1/2020,1,21,1,5.3,0.19
Person,4/30/2020,0,20,1,5.1,0.19
Person,4/29/2020,1,20,1,5.1,0.2
Person,4/28/2020,0,19,0,4.8,0.2
Person,4/27/2020,0,19,0,4.8,0.21
Person,4/26/2020,1,19,0,4.8,0.22
Person,4/25/2020,0,18,0,4.6,0.21
Person,4/24/2020,-1,18,0,4.6,0.22
Person,4/23/2020,2,19,0,4.8,0.25
Person,4/22/2020,-1,17,0,4.3,0.24
Person,4/21/2020,3,18,0,4.6,0.26
Person,4/20/2020,0,15,0,3.8,0.22
Person,4/19/2020,-1,15,0,3.8,0.23
Person,4/18/2020,2,16,0,4.1,0.26
Person,4/17/2020,3,14,0,3.5,0.24
Person,4/16/2020,0,11,0,2.8,0.2
Person,4/15/2020,0,11,0,2.8,0.21
Pitt,9/18/2020,38,4466,27,247.1,2.34
Pitt,9/17/2020,48,4428,27,245,2.34
Pitt,9/16/2020,35,4380,25,242.3,2.33
Pitt,9/15/2020,27,4345,25,240.4,2.32
Pitt,9/14/2020,24,4318,25,238.9,2.32
Pitt,9/13/2020,33,4294,25,237.6,2.32
Pitt,9/12/2020,50,4261,25,235.8,2.32
Pitt,9/11/2020,56,4211,25,233,2.31
Pitt,9/10/2020,52,4155,25,229.9,2.3
Pitt,9/9/2020,26,4103,24,227,2.29
Pitt,9/8/2020,33,4077,19,225.6,2.28
Pitt,9/7/2020,31,4044,19,223.7,2.27
Pitt,9/6/2020,60,4013,19,222,2.27
Pitt,9/5/2020,96,3953,19,218.7,2.25
Pitt,9/4/2020,96,3857,19,213.4,2.21
Pitt,9/3/2020,94,3761,19,208.1,2.18
Pitt,9/2/2020,50,3667,19,202.9,2.15
Pitt,9/1/2020,127,3617,19,200.1,2.13
Pitt,8/30/2020,261,3490,19,193.1,2.1
Pitt,8/28/2020,141,3229,17,178.7,1.99
Pitt,8/27/2020,154,3088,17,170.9,1.92
Pitt,8/26/2020,79,2934,15,162.3,1.85
Pitt,8/25/2020,89,2855,15,158,1.81
Pitt,8/24/2020,96,2766,15,153,1.77
Pitt,8/23/2020,98,2670,15,147.7,1.72
Pitt,8/22/2020,79,2572,15,142.3,1.67
Pitt,8/21/2020,89,2493,14,137.9,1.64
Pitt,8/20/2020,54,2404,14,133,1.6
Pitt,8/19/2020,9,2350,14,130,1.59
Pitt,8/18/2020,33,2341,14,129.5,1.59
Pitt,8/17/2020,30,2308,14,127.7,1.59
Pitt,8/16/2020,37,2278,14,126,1.57
Pitt,8/15/2020,36,2241,14,124,1.56
Pitt,8/14/2020,44,2205,14,122,1.55
Pitt,8/13/2020,56,2161,11,119.6,1.53
Pitt,8/12/2020,51,2105,11,116.5,1.51
Pitt,8/11/2020,18,2054,11,113.6,1.49
Pitt,8/10/2020,16,2036,11,112.6,1.49
Pitt,8/9/2020,58,2020,11,111.8,1.48
Pitt,8/8/2020,63,1962,11,108.6,1.46
Pitt,8/7/2020,24,1899,11,105.1,1.43
Pitt,8/6/2020,42,1875,11,103.7,1.43
Pitt,8/5/2020,31,1833,11,101.4,1.42
Pitt,8/4/2020,7,1802,11,99.7,1.41
Pitt,8/3/2020,29,1795,11,99.3,1.42
Pitt,8/2/2020,27,1766,11,97.7,1.41
Pitt,8/1/2020,40,1739,11,96.2,1.4
Pitt,7/31/2020,60,1699,11,94,1.39
Pitt,7/30/2020,60,1639,11,90.7,1.36
Pitt,7/29/2020,31,1579,11,87.4,1.34
Pitt,7/28/2020,29,1548,11,85.6,1.33
Pitt,7/27/2020,47,1519,10,84,1.33
Pitt,7/26/2020,51,1472,10,81.4,1.31
Pitt,7/25/2020,45,1421,10,78.6,1.28
Pitt,7/24/2020,63,1376,10,76.1,1.26
Pitt,7/23/2020,20,1313,10,72.6,1.23
Pitt,7/22/2020,54,1293,6,71.5,1.23
Pitt,7/21/2020,24,1239,6,68.6,1.2
Pitt,7/20/2020,42,1215,6,67.2,1.2
Pitt,7/19/2020,43,1173,6,64.9,1.18
Pitt,7/18/2020,51,1130,6,62.5,1.15
Pitt,7/17/2020,39,1079,6,59.7,1.13
Pitt,7/16/2020,40,1040,6,57.5,1.11
Pitt,7/15/2020,22,1000,6,55.3,1.1
Pitt,7/14/2020,15,978,6,54.1,1.09
Pitt,7/13/2020,17,963,6,53.3,1.1
Pitt,7/12/2020,33,946,6,52.3,1.1
Pitt,7/11/2020,23,913,6,50.5,1.09
Pitt,7/10/2020,14,890,6,49.2,1.09
Pitt,7/9/2020,18,876,6,48.5,1.1
Pitt,7/8/2020,14,858,6,47.5,1.11
Pitt,7/7/2020,22,844,6,46.7,1.11
Pitt,7/6/2020,18,822,6,45.5,1.1
Pitt,7/5/2020,19,804,6,44.5,1.1
Pitt,7/4/2020,27,785,6,43.4,1.1
Pitt,7/3/2020,26,758,6,41.9,1.08
Pitt,7/2/2020,23,732,6,40.5,1.07
Pitt,7/1/2020,13,709,6,39.2,1.07
Pitt,6/30/2020,17,696,6,38.5,1.08
Pitt,6/29/2020,19,679,6,37.6,1.07
Pitt,6/28/2020,10,660,6,36.5,1.06
Pitt,6/27/2020,12,650,5,36,1.07
Pitt,6/26/2020,27,638,null,35.3,1.08
Pitt,6/25/2020,9,611,5,33.8,1.07
Pitt,6/24/2020,23,602,5,33.3,1.08
Pitt,6/23/2020,12,579,4,32,1.06
Pitt,6/22/2020,6,567,4,31.4,1.06
Pitt,6/21/2020,8,561,4,31,1.06
Pitt,6/20/2020,25,553,4,30.6,1.08
Pitt,6/19/2020,21,528,3,29.2,1.06
Pitt,6/18/2020,5,507,3,28.1,1.05
Pitt,6/17/2020,2,502,3,27.8,1.07
Pitt,6/16/2020,7,500,2,27.7,1.09
Pitt,6/15/2020,12,493,2,27.3,1.1
Pitt,6/14/2020,17,481,2,26.6,1.09
Pitt,6/13/2020,13,464,2,25.7,1.09
Pitt,6/12/2020,19,451,2,25,1.1
Pitt,6/11/2020,16,432,2,23.9,1.1
Pitt,6/10/2020,12,416,2,23,1.1
Pitt,6/9/2020,7,404,2,22.4,1.09
Pitt,6/8/2020,3,397,2,22,1.09
Pitt,6/7/2020,12,394,2,21.8,1.11
Pitt,6/6/2020,50,382,2,21.1,1.1
Pitt,6/5/2020,6,332,2,18.4,1
Pitt,6/4/2020,5,326,2,18,1.02
Pitt,6/3/2020,5,321,2,17.8,1.04
Pitt,6/2/2020,3,316,2,17.5,1.06
Pitt,6/1/2020,18,313,2,17.3,1.07
Pitt,5/30/2020,9,295,2,16.3,1.07
Pitt,5/29/2020,13,286,2,15.8,1.08
Pitt,5/28/2020,6,273,2,15.1,1.07
Pitt,5/27/2020,0,267,2,14.8,1.08
Pitt,5/26/2020,3,267,2,14.8,1.11
Pitt,5/25/2020,7,264,2,14.6,1.1
Pitt,5/24/2020,3,257,2,14.2,1.11
Pitt,5/23/2020,8,254,2,14.1,1.12
Pitt,5/22/2020,12,246,2,13.6,1.14
Pitt,5/21/2020,6,234,2,12.9,1.12
Pitt,5/20/2020,7,228,2,12.6,1.13
Pitt,5/19/2020,8,221,2,12.2,1.12
Pitt,5/18/2020,6,213,2,11.8,1.12
Pitt,5/17/2020,11,207,2,11.5,1.12
Pitt,5/15/2020,11,196,2,10.8,1.14
Pitt,5/14/2020,3,185,2,10.2,1.12
Pitt,5/13/2020,4,182,2,10.1,1.15
Pitt,5/12/2020,9,178,2,9.8,1.16
Pitt,5/11/2020,4,169,2,9.4,1.12
Pitt,5/10/2020,3,165,2,9.1,1.12
Pitt,5/9/2020,2,162,2,9,1.13
Pitt,5/8/2020,8,160,2,8.9,1.15
Pitt,5/7/2020,7,152,2,8.4,1.13
Pitt,5/6/2020,1,145,2,8,1.14
Pitt,5/5/2020,9,144,2,8,1.17
Pitt,5/4/2020,6,135,2,7.5,1.14
Pitt,5/3/2020,1,129,2,7.1,1.11
Pitt,5/2/2020,4,128,2,7.1,1.11
Pitt,5/1/2020,1,124,2,6.9,1.14
Pitt,4/30/2020,3,123,2,6.8,1.17
Pitt,4/29/2020,5,120,2,6.6,1.21
Pitt,4/28/2020,5,115,2,6.4,1.2
Pitt,4/27/2020,-1,110,2,6.1,1.2
Pitt,4/26/2020,-32,111,2,6.1,1.26
Pitt,4/25/2020,39,143,2,7.9,1.66
Pitt,4/24/2020,4,104,2,5.8,1.29
Pitt,4/23/2020,1,100,2,5.5,1.31
Pitt,4/22/2020,3,99,1,5.5,1.37
Pitt,4/21/2020,3,96,1,5.3,1.38
Pitt,4/20/2020,0,93,1,5.1,1.37
Pitt,4/19/2020,4,93,1,5.1,1.43
Pitt,4/18/2020,6,89,1,4.9,1.45
Pitt,4/17/2020,3,83,1,4.6,1.42
Pitt,4/16/2020,11,80,1,4.4,1.46
Pitt,4/15/2020,0,69,1,3.8,1.35
Polk,9/18/2020,3,256,8,123.5,0.13
Polk,9/17/2020,0,253,8,122.1,0.13
Polk,9/16/2020,-1,253,7,122.1,0.13
Polk,9/15/2020,1,254,7,122.6,0.14
Polk,9/14/2020,2,253,7,122.1,0.14
Polk,9/13/2020,1,251,7,121.1,0.14
Polk,9/12/2020,1,250,7,120.6,0.14
Polk,9/11/2020,1,249,7,120.2,0.14
Polk,9/10/2020,0,248,7,119.7,0.14
Polk,9/9/2020,5,248,7,119.7,0.14
Polk,9/8/2020,0,243,7,117.3,0.14
Polk,9/7/2020,8,243,7,117.3,0.14
Polk,9/6/2020,0,235,7,113.4,0.13
Polk,9/5/2020,0,235,7,113.4,0.13
Polk,9/4/2020,1,235,7,113.4,0.13
Polk,9/3/2020,1,234,7,112.9,0.14
Polk,9/2/2020,4,233,7,112.4,0.14
Polk,9/1/2020,4,229,7,110.5,0.14
Polk,8/30/2020,6,225,7,108.6,0.14
Polk,8/28/2020,2,219,7,105.7,0.13
Polk,8/27/2020,3,217,6,104.7,0.13
Polk,8/26/2020,4,214,6,103.3,0.13
Polk,8/25/2020,1,210,6,101.3,0.13
Polk,8/24/2020,9,209,6,100.8,0.13
Polk,8/23/2020,0,200,6,96.5,0.13
Polk,8/22/2020,3,200,6,96.5,0.13
Polk,8/21/2020,7,197,6,95.1,0.13
Polk,8/20/2020,2,190,6,91.7,0.13
Polk,8/19/2020,4,188,6,90.7,0.13
Polk,8/18/2020,2,184,6,88.8,0.13
Polk,8/17/2020,5,182,6,87.8,0.13
Polk,8/16/2020,5,177,6,85.4,0.12
Polk,8/15/2020,7,172,6,83,0.12
Polk,8/14/2020,0,165,6,79.6,0.12
Polk,8/13/2020,2,165,6,79.6,0.12
Polk,8/12/2020,1,163,6,78.7,0.12
Polk,8/11/2020,-2,162,5,78.2,0.12
Polk,8/10/2020,1,164,5,79.1,0.12
Polk,8/9/2020,2,163,5,78.7,0.12
Polk,8/8/2020,12,161,5,77.7,0.12
Polk,8/7/2020,1,149,5,71.9,0.11
Polk,8/6/2020,2,148,5,71.4,0.11
Polk,8/5/2020,0,146,5,70.4,0.11
Polk,8/4/2020,6,146,5,70.4,0.11
Polk,8/3/2020,3,140,5,67.6,0.11
Polk,8/2/2020,1,137,5,66.1,0.11
Polk,8/1/2020,4,136,5,65.6,0.11
Polk,7/31/2020,1,132,5,63.7,0.11
Polk,7/30/2020,4,131,5,63.2,0.11
Polk,7/29/2020,3,127,5,61.3,0.11
Polk,7/28/2020,0,124,5,59.8,0.11
Polk,7/27/2020,0,124,5,59.8,0.11
Polk,7/26/2020,0,124,5,59.8,0.11
Polk,7/25/2020,0,124,5,59.8,0.11
Polk,7/24/2020,3,124,5,59.8,0.11
Polk,7/23/2020,0,121,5,58.4,0.11
Polk,7/22/2020,4,121,5,58.4,0.12
Polk,7/21/2020,3,117,5,56.5,0.11
Polk,7/20/2020,0,114,5,55,0.11
Polk,7/19/2020,8,114,5,55,0.11
Polk,7/18/2020,1,106,5,51.1,0.11
Polk,7/17/2020,2,105,5,50.7,0.11
Polk,7/16/2020,2,103,5,49.7,0.11
Polk,7/15/2020,0,101,4,48.7,0.11
Polk,7/14/2020,0,101,4,48.7,0.11
Polk,7/13/2020,2,101,4,48.7,0.12
Polk,7/12/2020,4,99,4,47.8,0.12
Polk,7/11/2020,2,95,4,45.8,0.11
Polk,7/10/2020,1,93,4,44.9,0.11
Polk,7/9/2020,2,92,4,44.4,0.12
Polk,7/8/2020,1,90,4,43.4,0.12
Polk,7/7/2020,4,89,4,42.9,0.12
Polk,7/6/2020,6,85,4,41,0.11
Polk,7/5/2020,5,79,4,38.1,0.11
Polk,7/4/2020,0,74,4,35.7,0.1
Polk,7/3/2020,0,74,4,35.7,0.11
Polk,7/2/2020,1,74,4,35.7,0.11
Polk,7/1/2020,0,73,4,35.2,0.11
Polk,6/30/2020,0,73,4,35.2,0.11
Polk,6/29/2020,1,73,4,35.2,0.11
Polk,6/28/2020,4,72,4,34.7,0.12
Polk,6/27/2020,0,68,4,32.8,0.11
Polk,6/26/2020,1,68,null,32.8,0.12
Polk,6/25/2020,0,67,4,32.3,0.12
Polk,6/24/2020,0,67,4,32.3,0.12
Polk,6/23/2020,2,67,4,32.3,0.12
Polk,6/22/2020,0,65,4,31.4,0.12
Polk,6/21/2020,2,65,4,31.4,0.12
Polk,6/20/2020,0,63,4,30.4,0.12
Polk,6/19/2020,2,63,4,30.4,0.13
Polk,6/18/2020,5,61,4,29.4,0.13
Polk,6/17/2020,1,56,4,27,0.12
Polk,6/16/2020,0,55,4,26.5,0.12
Polk,6/15/2020,0,55,4,26.5,0.12
Polk,6/14/2020,0,55,4,26.5,0.12
Polk,6/13/2020,2,55,4,26.5,0.13
Polk,6/12/2020,2,53,4,25.6,0.13
Polk,6/11/2020,0,51,4,24.6,0.13
Polk,6/10/2020,3,51,4,24.6,0.13
Polk,6/9/2020,0,48,4,23.2,0.13
Polk,6/8/2020,1,48,4,23.2,0.13
Polk,6/7/2020,0,47,4,22.7,0.13
Polk,6/6/2020,2,47,4,22.7,0.14
Polk,6/5/2020,2,45,4,21.7,0.14
Polk,6/4/2020,4,43,4,20.7,0.13
Polk,6/3/2020,2,39,4,18.8,0.13
Polk,6/2/2020,0,37,4,17.9,0.12
Polk,6/1/2020,1,37,4,17.9,0.13
Polk,5/30/2020,1,36,4,17.4,0.13
Polk,5/29/2020,0,35,4,16.9,0.13
Polk,5/28/2020,0,35,4,16.9,0.14
Polk,5/27/2020,0,35,4,16.9,0.14
Polk,5/26/2020,0,35,4,16.9,0.15
Polk,5/25/2020,0,35,4,16.9,0.15
Polk,5/24/2020,0,35,4,16.9,0.15
Polk,5/23/2020,0,35,4,16.9,0.15
Polk,5/22/2020,0,35,4,16.9,0.16
Polk,5/21/2020,0,35,4,16.9,0.17
Polk,5/20/2020,0,35,3,16.9,0.17
Polk,5/19/2020,4,35,3,16.9,0.18
Polk,5/18/2020,0,31,3,15,0.16
Polk,5/17/2020,0,31,3,15,0.17
Polk,5/15/2020,-1,31,3,15,0.18
Polk,5/14/2020,3,32,3,15.4,0.19
Polk,5/13/2020,0,29,3,14,0.18
Polk,5/12/2020,0,29,0,14,0.19
Polk,5/11/2020,0,29,0,14,0.19
Polk,5/10/2020,0,29,0,14,0.2
Polk,5/9/2020,-2,29,0,14,0.2
Polk,5/8/2020,1,31,0,15,0.22
Polk,5/7/2020,3,30,0,14.5,0.22
Polk,5/6/2020,1,27,0,13,0.21
Polk,5/5/2020,1,26,0,12.5,0.21
Polk,5/4/2020,0,25,0,12.1,0.21
Polk,5/3/2020,2,25,0,12.1,0.21
