County,Date,New cases,Total Cases,Total Deaths,"Rate Per 10,000",% of all cases by date
Alamance,9/18/2020,38,3668,48,216.4,1.92
Alamance,9/17/2020,29,3630,48,214.1,1.91
Alamance,9/16/2020,17,3601,48,212.4,1.92
Alamance,9/15/2020,11,3584,48,211.4,1.92
Alamance,9/14/2020,15,3573,48,210.8,1.92
Alamance,9/13/2020,32,3558,48,209.9,1.92
Alamance,9/12/2020,24,3526,48,208,1.92
Alamance,9/11/2020,50,3502,48,206.6,1.92
Alamance,9/10/2020,21,3452,48,203.6,1.91
Alamance,9/9/2020,3,3431,47,202.4,1.91
Alamance,9/8/2020,11,3428,47,202.2,1.92
Alamance,9/7/2020,26,3417,46,201.6,1.92
Alamance,9/6/2020,12,3391,46,200,1.92
Alamance,9/5/2020,45,3379,46,199.3,1.92
Alamance,9/4/2020,40,3334,46,196.7,1.91
Alamance,9/3/2020,35,3294,46,194.3,1.91
Alamance,9/2/2020,16,3259,46,192.3,1.91
Alamance,9/1/2020,143,3243,46,191.3,1.91
Alamance,8/30/2020,73,3100,46,182.9,1.87
Alamance,8/28/2020,15,3027,45,178.6,1.86
Alamance,8/27/2020,57,3012,44,177.7,1.87
Alamance,8/26/2020,24,2955,44,174.3,1.86
Alamance,8/25/2020,10,2931,44,172.9,1.86
Alamance,8/24/2020,45,2921,44,172.3,1.87
Alamance,8/23/2020,38,2876,44,169.7,1.85
Alamance,8/22/2020,52,2838,44,167.4,1.85
Alamance,8/21/2020,60,2786,44,164.4,1.83
Alamance,8/20/2020,28,2726,44,160.8,1.82
Alamance,8/19/2020,17,2698,44,159.2,1.82
Alamance,8/18/2020,28,2681,42,158.2,1.83
Alamance,8/17/2020,14,2653,42,156.5,1.82
Alamance,8/16/2020,27,2639,42,155.7,1.82
Alamance,8/15/2020,26,2612,42,154.1,1.82
Alamance,8/14/2020,19,2586,42,152.6,1.82
Alamance,8/13/2020,41,2567,42,151.4,1.82
Alamance,8/12/2020,30,2526,41,149,1.82
Alamance,8/11/2020,24,2496,41,147.2,1.81
Alamance,8/10/2020,24,2472,41,145.8,1.81
Alamance,8/9/2020,52,2448,41,144.4,1.8
Alamance,8/8/2020,31,2396,41,141.3,1.78
Alamance,8/7/2020,22,2365,41,139.5,1.78
Alamance,8/6/2020,45,2343,41,138.2,1.78
Alamance,8/5/2020,18,2298,41,135.6,1.78
Alamance,8/4/2020,32,2280,41,134.5,1.78
Alamance,8/3/2020,41,2248,41,132.6,1.78
Alamance,8/2/2020,18,2207,41,130.2,1.76
Alamance,8/1/2020,41,2189,41,129.1,1.77
Alamance,7/31/2020,47,2148,41,126.7,1.76
Alamance,7/30/2020,35,2101,41,123.9,1.75
Alamance,7/29/2020,37,2066,41,121.9,1.75
Alamance,7/28/2020,56,2029,41,119.7,1.75
Alamance,7/27/2020,19,1973,41,116.4,1.73
Alamance,7/26/2020,34,1954,41,115.3,1.73
Alamance,7/25/2020,24,1920,40,113.3,1.73
Alamance,7/24/2020,54,1896,40,111.9,1.74
Alamance,7/23/2020,33,1842,40,108.7,1.73
Alamance,7/22/2020,54,1809,40,106.7,1.72
Alamance,7/21/2020,37,1755,40,103.5,1.71
Alamance,7/20/2020,34,1718,39,101.4,1.7
Alamance,7/19/2020,36,1684,39,99.3,1.69
Alamance,7/18/2020,41,1648,39,97.2,1.68
Alamance,7/17/2020,38,1607,38,94.8,1.68
Alamance,7/16/2020,34,1569,37,92.6,1.68
Alamance,7/15/2020,43,1535,37,90.6,1.68
Alamance,7/14/2020,32,1492,37,88,1.67
Alamance,7/13/2020,32,1460,37,86.1,1.67
Alamance,7/12/2020,27,1428,37,84.2,1.67
Alamance,7/11/2020,13,1401,37,82.7,1.67
Alamance,7/10/2020,31,1388,37,81.9,1.71
Alamance,7/9/2020,38,1357,37,80.1,1.71
Alamance,7/8/2020,10,1319,37,77.8,1.71
Alamance,7/7/2020,17,1309,37,77.2,1.73
Alamance,7/6/2020,18,1292,37,76.2,1.73
Alamance,7/5/2020,34,1274,37,75.2,1.75
Alamance,7/4/2020,33,1240,37,73.2,1.73
Alamance,7/3/2020,28,1207,37,71.2,1.72
Alamance,7/2/2020,28,1179,37,69.6,1.73
Alamance,7/1/2020,30,1151,37,67.9,1.73
Alamance,6/30/2020,7,1121,37,66.1,1.73
Alamance,6/29/2020,26,1114,37,65.7,1.75
Alamance,6/28/2020,22,1088,37,64.2,1.75
Alamance,6/27/2020,34,1066,36,62.9,1.76
Alamance,6/26/2020,23,1032,null,60.9,1.75
Alamance,6/25/2020,15,1009,36,59.5,1.76
Alamance,6/24/2020,25,994,36,58.6,1.78
Alamance,6/23/2020,23,969,36,57.2,1.78
Alamance,6/22/2020,7,946,35,55.8,1.76
Alamance,6/21/2020,20,939,35,55.4,1.78
Alamance,6/20/2020,36,919,35,54.2,1.79
Alamance,6/19/2020,45,883,35,52.1,1.78
Alamance,6/18/2020,28,838,35,49.4,1.74
Alamance,6/17/2020,14,810,35,47.8,1.73
Alamance,6/16/2020,18,796,34,47,1.74
Alamance,6/15/2020,36,778,34,45.9,1.73
Alamance,6/14/2020,42,742,33,43.8,1.68
Alamance,6/13/2020,59,700,32,41.3,1.64
Alamance,6/12/2020,60,641,31,37.8,1.56
Alamance,6/11/2020,37,581,23,34.3,1.48
Alamance,6/10/2020,25,544,23,32.1,1.43
Alamance,6/9/2020,25,519,23,30.6,1.4
Alamance,6/8/2020,29,494,23,29.1,1.36
Alamance,6/7/2020,14,465,23,27.4,1.31
Alamance,6/6/2020,24,451,23,26.6,1.3
Alamance,6/5/2020,29,427,20,25.2,1.29
Alamance,6/4/2020,16,398,20,23.5,1.25
Alamance,6/3/2020,14,382,20,22.5,1.24
Alamance,6/2/2020,4,368,20,21.7,1.23
Alamance,6/1/2020,35,364,20,21.5,1.24
Alamance,5/30/2020,22,329,20,19.4,1.19
Alamance,5/29/2020,14,307,20,18.1,1.16
Alamance,5/28/2020,12,293,20,17.3,1.15
Alamance,5/27/2020,7,281,20,16.6,1.14
Alamance,5/26/2020,-1,274,19,16.2,1.14
Alamance,5/25/2020,14,275,15,16.2,1.15
Alamance,5/24/2020,4,261,13,15.4,1.12
Alamance,5/23/2020,11,257,13,15.2,1.13
Alamance,5/22/2020,8,246,12,14.5,1.14
Alamance,5/21/2020,9,238,12,14,1.14
Alamance,5/20/2020,6,229,12,13.5,1.14
Alamance,5/19/2020,8,223,12,13.2,1.13
Alamance,5/18/2020,8,215,11,12.7,1.13
Alamance,5/17/2020,12,207,11,12.2,1.12
Alamance,5/15/2020,5,195,9,11.5,1.14
Alamance,5/14/2020,9,190,9,11.2,1.15
Alamance,5/13/2020,1,181,8,10.7,1.14
Alamance,5/12/2020,2,180,8,10.6,1.17
Alamance,5/11/2020,6,178,5,10.5,1.18
Alamance,5/10/2020,20,172,5,10.1,1.17
Alamance,5/9/2020,3,152,4,9,1.06
Alamance,5/8/2020,6,149,3,8.8,1.07
Alamance,5/7/2020,15,143,3,8.4,1.07
Alamance,5/6/2020,2,128,3,7.6,1
Alamance,5/5/2020,-2,126,3,7.4,1.03
Alamance,5/4/2020,4,128,2,7.6,1.08
Alamance,5/3/2020,3,124,2,7.3,1.06
Alamance,5/2/2020,15,121,2,7.1,1.05
Alamance,5/1/2020,7,106,1,6.3,0.97
Alamance,4/30/2020,4,99,1,5.8,0.94
Alamance,4/29/2020,3,95,1,5.6,0.96
Alamance,4/28/2020,1,92,1,5.4,0.96
Alamance,4/27/2020,9,91,1,5.4,1
Alamance,4/26/2020,5,82,1,4.8,0.93
Alamance,4/25/2020,4,77,1,4.5,0.89
Alamance,4/24/2020,10,73,1,4.3,0.91
Alamance,4/23/2020,8,63,0,3.7,0.83
Alamance,4/22/2020,3,55,0,3.2,0.76
Alamance,4/21/2020,3,52,0,3.1,0.75
Alamance,4/20/2020,0,49,0,2.9,0.72
Alamance,4/19/2020,2,49,0,2.9,0.75
Alamance,4/18/2020,-1,47,0,2.8,0.77
Alamance,4/17/2020,3,48,0,2.8,0.82
Alamance,4/16/2020,3,45,0,2.7,0.82
Alamance,4/15/2020,0,42,0,2.5,0.82
Alexander,9/18/2020,4,479,4,127.7,0.25
Alexander,9/17/2020,0,475,4,126.7,0.25
Alexander,9/16/2020,4,475,3,126.7,0.25
Alexander,9/15/2020,-2,471,3,125.6,0.25
Alexander,9/14/2020,1,473,3,126.1,0.25
Alexander,9/13/2020,1,472,3,125.9,0.26
Alexander,9/12/2020,7,471,3,125.6,0.26
Alexander,9/11/2020,4,464,3,123.7,0.25
Alexander,9/10/2020,3,460,3,122.7,0.25
Alexander,9/9/2020,11,457,3,121.9,0.25
Alexander,9/8/2020,4,446,3,118.9,0.25
Alexander,9/7/2020,3,442,3,117.9,0.25
Alexander,9/6/2020,6,439,3,117.1,0.25
Alexander,9/5/2020,0,433,3,115.5,0.25
Alexander,9/4/2020,6,433,3,115.5,0.25
Alexander,9/3/2020,13,427,3,113.9,0.25
Alexander,9/2/2020,5,414,3,110.4,0.24
Alexander,9/1/2020,12,409,3,109.1,0.24
Alexander,8/30/2020,11,397,2,105.9,0.24
Alexander,8/28/2020,3,386,2,102.9,0.24
Alexander,8/27/2020,5,383,2,102.1,0.24
Alexander,8/26/2020,4,378,2,100.8,0.24
Alexander,8/25/2020,5,374,2,99.7,0.24
Alexander,8/24/2020,3,369,2,98.4,0.24
Alexander,8/23/2020,4,366,2,97.6,0.24
Alexander,8/22/2020,4,362,2,96.5,0.24
Alexander,8/21/2020,4,358,2,95.5,0.24
Alexander,8/20/2020,3,354,2,94.4,0.24
Alexander,8/19/2020,5,351,2,93.6,0.24
Alexander,8/18/2020,4,346,2,92.3,0.24
Alexander,8/17/2020,4,342,2,91.2,0.24
Alexander,8/16/2020,6,338,2,90.1,0.23
Alexander,8/15/2020,5,332,2,88.5,0.23
Alexander,8/14/2020,4,327,2,87.2,0.23
Alexander,8/13/2020,9,323,2,86.1,0.23
Alexander,8/12/2020,2,314,2,83.7,0.23
Alexander,8/11/2020,9,312,2,83.2,0.23
Alexander,8/10/2020,4,303,2,80.8,0.22
Alexander,8/9/2020,4,299,2,79.7,0.22
Alexander,8/8/2020,7,295,2,78.7,0.22
Alexander,8/7/2020,4,288,2,76.8,0.22
Alexander,8/6/2020,6,284,2,75.7,0.22
Alexander,8/5/2020,4,278,2,74.1,0.22
Alexander,8/4/2020,3,274,2,73.1,0.21
Alexander,8/3/2020,1,271,2,72.3,0.21
Alexander,8/2/2020,5,270,2,72,0.22
Alexander,8/1/2020,3,265,2,70.7,0.21
Alexander,7/31/2020,3,262,2,69.9,0.21
Alexander,7/30/2020,1,259,2,69.1,0.22
Alexander,7/29/2020,0,258,3,68.8,0.22
Alexander,7/28/2020,2,258,2,68.8,0.22
Alexander,7/27/2020,3,256,2,68.3,0.22
Alexander,7/26/2020,3,253,2,67.5,0.22
Alexander,7/25/2020,10,250,2,66.7,0.23
Alexander,7/24/2020,5,240,2,64,0.22
Alexander,7/23/2020,10,235,2,62.7,0.22
Alexander,7/22/2020,4,225,2,60,0.21
Alexander,7/21/2020,5,221,2,58.9,0.21
Alexander,7/20/2020,3,216,1,57.6,0.21
Alexander,7/19/2020,3,213,1,56.8,0.21
Alexander,7/18/2020,13,210,1,56,0.21
Alexander,7/17/2020,4,197,1,52.5,0.21
Alexander,7/16/2020,7,193,1,51.5,0.21
Alexander,7/15/2020,3,186,1,49.6,0.2
Alexander,7/14/2020,9,183,1,48.8,0.2
Alexander,7/13/2020,11,174,1,46.4,0.2
Alexander,7/12/2020,7,163,1,43.5,0.19
Alexander,7/11/2020,7,156,1,41.6,0.19
Alexander,7/10/2020,9,149,1,39.7,0.18
Alexander,7/9/2020,2,140,1,37.3,0.18
Alexander,7/8/2020,4,138,1,36.8,0.18
Alexander,7/7/2020,10,134,1,35.7,0.18
Alexander,7/6/2020,6,124,1,33.1,0.17
Alexander,7/5/2020,6,118,1,31.5,0.16
Alexander,7/4/2020,7,112,1,29.9,0.16
Alexander,7/3/2020,4,105,1,28,0.15
Alexander,7/2/2020,8,101,1,26.9,0.15
Alexander,7/1/2020,2,93,1,24.8,0.14
Alexander,6/30/2020,4,91,1,24.3,0.14
Alexander,6/29/2020,3,87,0,23.2,0.14
Alexander,6/28/2020,0,84,0,22.4,0.14
Alexander,6/27/2020,5,84,0,22.4,0.14
Alexander,6/26/2020,3,79,null,21.1,0.13
Alexander,6/25/2020,3,76,0,20.3,0.13
Alexander,6/24/2020,5,73,0,19.5,0.13
Alexander,6/23/2020,2,68,0,18.1,0.12
Alexander,6/22/2020,1,66,0,17.6,0.12
Alexander,6/21/2020,5,65,0,17.3,0.12
Alexander,6/20/2020,1,60,0,16,0.12
Alexander,6/19/2020,3,59,0,15.7,0.12
Alexander,6/18/2020,5,56,0,14.9,0.12
Alexander,6/17/2020,2,51,0,13.6,0.11
Alexander,6/16/2020,-1,49,0,13.1,0.11
Alexander,6/15/2020,1,50,0,13.3,0.11
Alexander,6/14/2020,1,49,0,13.1,0.11
Alexander,6/13/2020,2,48,0,12.8,0.11
Alexander,6/12/2020,3,46,0,12.3,0.11
Alexander,6/11/2020,0,43,0,11.5,0.11
Alexander,6/10/2020,0,43,0,11.5,0.11
Alexander,6/9/2020,0,43,0,11.5,0.12
Alexander,6/8/2020,0,43,0,11.5,0.12
Alexander,6/7/2020,0,43,0,11.5,0.12
Alexander,6/6/2020,5,43,0,11.5,0.12
Alexander,6/5/2020,0,38,0,10.1,0.11
Alexander,6/4/2020,0,38,0,10.1,0.12
Alexander,6/3/2020,0,38,0,10.1,0.12
Alexander,6/2/2020,3,38,0,10.1,0.13
Alexander,6/1/2020,2,35,0,9.3,0.12
Alexander,5/30/2020,3,33,0,8.8,0.12
Alexander,5/29/2020,0,30,0,8,0.11
Alexander,5/28/2020,2,30,0,8,0.12
Alexander,5/27/2020,1,28,0,7.5,0.11
Alexander,5/26/2020,0,27,0,7.2,0.11
Alexander,5/25/2020,0,27,0,7.2,0.11
Alexander,5/24/2020,0,27,0,7.2,0.12
Alexander,5/23/2020,4,27,0,7.2,0.12
Alexander,5/22/2020,0,23,0,6.1,0.11
Alexander,5/21/2020,0,23,0,6.1,0.11
Alexander,5/20/2020,2,23,0,6.1,0.11
Alexander,5/19/2020,0,21,0,5.6,0.11
Alexander,5/18/2020,0,21,0,5.6,0.11
Alexander,5/17/2020,6,21,0,5.6,0.11
Alexander,5/15/2020,0,15,0,4,0.09
Alexander,5/14/2020,1,15,0,4,0.09
Alexander,5/13/2020,1,14,0,3.7,0.09
Alexander,5/12/2020,1,13,0,3.5,0.08
Alexander,5/11/2020,0,12,0,3.2,0.08
Alexander,5/10/2020,2,12,0,3.2,0.08
Alexander,5/9/2020,2,10,0,2.7,0.07
Alexander,5/8/2020,0,8,0,2.1,0.06
Alexander,5/7/2020,2,8,0,2.1,0.06
Alexander,5/6/2020,1,6,0,1.6,0.05
Alexander,5/5/2020,1,5,0,1.3,0.04
Alexander,5/4/2020,0,4,0,1.1,0.03
Alexander,5/3/2020,0,4,0,1.1,0.03
Alexander,5/2/2020,0,4,0,1.1,0.03
Alexander,5/1/2020,0,4,0,1.1,0.04
Alexander,4/30/2020,0,4,0,1.1,0.04
Alexander,4/29/2020,0,4,0,1.1,0.04
Alexander,4/28/2020,0,4,0,1.1,0.04
Alexander,4/27/2020,0,4,0,1.1,0.04
Alexander,4/26/2020,0,4,0,1.1,0.05
Alexander,4/25/2020,0,4,0,1.1,0.05
Alexander,4/24/2020,0,4,0,1.1,0.05
Alexander,4/23/2020,1,4,0,1.1,0.05
Alexander,4/22/2020,0,3,0,0.8,0.04
Alexander,4/21/2020,0,3,0,0.8,0.04
Alexander,4/20/2020,0,3,0,0.8,0.04
Alexander,4/19/2020,0,3,0,0.8,0.05
Alexander,4/18/2020,0,3,0,0.8,0.05
Alexander,4/17/2020,0,3,0,0.8,0.05
Alexander,4/16/2020,0,3,0,0.8,0.05
Alexander,4/15/2020,0,3,0,0.8,0.06
Alleghany,9/18/2020,1,219,0,196.6,0.11
Alleghany,9/17/2020,1,218,0,195.7,0.11
Alleghany,9/16/2020,0,217,0,194.8,0.12
Alleghany,9/15/2020,0,217,0,194.8,0.12
Alleghany,9/14/2020,0,217,0,194.8,0.12
Alleghany,9/13/2020,2,217,0,194.8,0.12
Alleghany,9/12/2020,1,215,0,193.1,0.12
Alleghany,9/11/2020,4,214,0,192.2,0.12
Alleghany,9/10/2020,-1,210,0,188.6,0.12
Alleghany,9/9/2020,1,211,0,189.5,0.12
Alleghany,9/8/2020,0,210,0,188.6,0.12
Alleghany,9/7/2020,3,210,0,188.6,0.12
Alleghany,9/6/2020,0,207,0,185.9,0.12
Alleghany,9/5/2020,1,207,0,185.9,0.12
Alleghany,9/4/2020,1,206,0,185,0.12
Alleghany,9/3/2020,3,205,0,184.1,0.12
Alleghany,9/2/2020,0,202,0,181.4,0.12
Alleghany,9/1/2020,-1,202,0,181.4,0.12
Alleghany,8/30/2020,4,203,0,182.3,0.12
Alleghany,8/28/2020,4,199,0,178.7,0.12
Alleghany,8/27/2020,2,195,0,175.1,0.12
Alleghany,8/26/2020,0,193,0,173.3,0.12
Alleghany,8/25/2020,2,193,0,173.3,0.12
Alleghany,8/24/2020,2,191,0,171.5,0.12
Alleghany,8/23/2020,3,189,0,169.7,0.12
Alleghany,8/22/2020,2,186,0,167,0.12
Alleghany,8/21/2020,3,184,0,165.2,0.12
Alleghany,8/20/2020,-1,181,0,162.5,0.12
Alleghany,8/19/2020,1,182,0,163.4,0.12
Alleghany,8/18/2020,1,181,0,162.5,0.12
Alleghany,8/17/2020,1,180,0,161.6,0.12
Alleghany,8/16/2020,2,179,0,160.7,0.12
Alleghany,8/15/2020,5,177,0,158.9,0.12
Alleghany,8/14/2020,1,172,0,154.4,0.12
Alleghany,8/13/2020,1,171,0,153.5,0.12
Alleghany,8/12/2020,1,170,0,152.6,0.12
Alleghany,8/11/2020,0,169,0,151.7,0.12
Alleghany,8/10/2020,2,169,0,151.7,0.12
Alleghany,8/9/2020,0,167,0,150,0.12
Alleghany,8/8/2020,1,167,0,150,0.12
Alleghany,8/7/2020,1,166,0,149.1,0.12
Alleghany,8/6/2020,1,165,0,148.2,0.13
Alleghany,8/5/2020,0,164,0,147.3,0.13
Alleghany,8/4/2020,8,164,0,147.3,0.13
Alleghany,8/3/2020,58,156,0,140.1,0.12
Alleghany,8/2/2020,31,98,0,88,0.08
Alleghany,8/1/2020,0,67,0,60.2,0.05
Alleghany,7/31/2020,1,67,0,60.2,0.05
Alleghany,7/30/2020,2,66,0,59.3,0.05
Alleghany,7/29/2020,1,64,0,57.5,0.05
Alleghany,7/28/2020,1,63,0,56.6,0.05
Alleghany,7/27/2020,0,62,0,55.7,0.05
Alleghany,7/26/2020,1,62,0,55.7,0.06
Alleghany,7/25/2020,5,61,0,54.8,0.05
Alleghany,7/24/2020,1,56,0,50.3,0.05
Alleghany,7/23/2020,2,55,0,49.4,0.05
Alleghany,7/22/2020,1,53,0,47.6,0.05
Alleghany,7/21/2020,-2,52,0,46.7,0.05
Alleghany,7/20/2020,1,54,0,48.5,0.05
Alleghany,7/19/2020,2,53,0,47.6,0.05
Alleghany,7/18/2020,1,51,0,45.8,0.05
Alleghany,7/17/2020,4,50,0,44.9,0.05
Alleghany,7/16/2020,2,46,0,41.3,0.05
Alleghany,7/15/2020,1,44,0,39.5,0.05
Alleghany,7/14/2020,1,43,0,38.6,0.05
Alleghany,7/13/2020,1,42,0,37.7,0.05
Alleghany,7/12/2020,0,41,0,36.8,0.05
Alleghany,7/11/2020,0,41,0,36.8,0.05
Alleghany,7/10/2020,2,41,0,36.8,0.05
Alleghany,7/9/2020,2,39,0,35,0.05
Alleghany,7/8/2020,0,37,0,33.2,0.05
Alleghany,7/7/2020,0,37,0,33.2,0.05
Alleghany,7/6/2020,0,37,0,33.2,0.05
Alleghany,7/5/2020,1,37,0,33.2,0.05
Alleghany,7/4/2020,0,36,0,32.3,0.05
Alleghany,7/3/2020,0,36,0,32.3,0.05
Alleghany,7/2/2020,4,36,0,32.3,0.05
Alleghany,7/1/2020,1,32,0,28.7,0.05
Alleghany,6/30/2020,0,31,0,27.8,0.05
Alleghany,6/29/2020,0,31,0,27.8,0.05
Alleghany,6/28/2020,0,31,0,27.8,0.05
Alleghany,6/27/2020,0,31,0,27.8,0.05
Alleghany,6/26/2020,0,31,null,27.8,0.05
Alleghany,6/25/2020,0,31,0,27.8,0.05
Alleghany,6/24/2020,1,31,0,27.8,0.06
Alleghany,6/23/2020,0,30,0,26.9,0.06
Alleghany,6/22/2020,0,30,0,26.9,0.06
Alleghany,6/21/2020,0,30,0,26.9,0.06
Alleghany,6/20/2020,0,30,0,26.9,0.06
Alleghany,6/19/2020,0,30,0,26.9,0.06
Alleghany,6/18/2020,0,30,0,26.9,0.06
Alleghany,6/17/2020,0,30,0,26.9,0.06
Alleghany,6/16/2020,0,30,0,26.9,0.07
Alleghany,6/15/2020,0,30,0,26.9,0.07
Alleghany,6/14/2020,0,30,0,26.9,0.07
Alleghany,6/13/2020,0,30,0,26.9,0.07
Alleghany,6/12/2020,0,30,0,26.9,0.07
Alleghany,6/11/2020,0,30,0,26.9,0.08
Alleghany,6/10/2020,0,30,0,26.9,0.08
Alleghany,6/9/2020,1,30,0,26.9,0.08
Alleghany,6/8/2020,1,29,0,26,0.08
Alleghany,6/7/2020,0,28,0,25.1,0.08
Alleghany,6/6/2020,4,28,0,25.1,0.08
Alleghany,6/5/2020,2,24,0,21.5,0.07
Alleghany,6/4/2020,4,22,0,19.8,0.07
Alleghany,6/3/2020,0,18,0,16.2,0.06
Alleghany,6/2/2020,1,18,0,16.2,0.06
Alleghany,6/1/2020,2,17,0,15.3,0.06
Alleghany,5/30/2020,1,15,0,13.5,0.05
Alleghany,5/29/2020,0,14,0,12.6,0.05
Alleghany,5/28/2020,0,14,0,12.6,0.06
Alleghany,5/27/2020,1,14,0,12.6,0.06
Alleghany,5/26/2020,0,13,0,11.7,0.05
Alleghany,5/25/2020,1,13,0,11.7,0.05
Alleghany,5/24/2020,0,12,0,10.8,0.05
Alleghany,5/23/2020,0,12,0,10.8,0.05
Alleghany,5/22/2020,0,12,0,10.8,0.06
Alleghany,5/21/2020,0,12,0,10.8,0.06
Alleghany,5/20/2020,0,12,0,10.8,0.06
Alleghany,5/19/2020,0,12,0,10.8,0.06
Alleghany,5/18/2020,1,12,0,10.8,0.06
Alleghany,5/17/2020,1,11,0,9.9,0.06
Alleghany,5/15/2020,0,10,0,9,0.06
Alleghany,5/14/2020,1,10,0,9,0.06
Alleghany,5/13/2020,1,9,0,8.1,0.06
Alleghany,5/12/2020,0,8,0,7.2,0.05
Alleghany,5/11/2020,0,8,0,7.2,0.05
Alleghany,5/10/2020,1,8,0,7.2,0.05
Alleghany,5/9/2020,0,7,0,6.3,0.05
Alleghany,5/8/2020,0,7,0,6.3,0.05
Alleghany,5/7/2020,0,7,0,6.3,0.05
Alleghany,5/6/2020,1,7,0,6.3,0.05
Alleghany,5/5/2020,0,6,0,5.4,0.05
Alleghany,5/4/2020,0,6,0,5.4,0.05
Alleghany,5/3/2020,0,6,0,5.4,0.05
Alleghany,5/2/2020,2,6,0,5.4,0.05
Alleghany,5/1/2020,1,4,0,3.6,0.04
Alleghany,4/30/2020,1,3,0,2.7,0.03
Alleghany,4/29/2020,0,2,0,1.8,0.02
Alleghany,4/28/2020,0,2,0,1.8,0.02
Alleghany,4/27/2020,0,2,0,1.8,0.02
Alleghany,4/26/2020,0,2,0,1.8,0.02
Alleghany,4/25/2020,0,2,0,1.8,0.02
Alleghany,4/24/2020,0,2,0,1.8,0.02
Alleghany,4/23/2020,0,2,0,1.8,0.03
Alleghany,4/22/2020,0,2,0,1.8,0.03
Alleghany,4/21/2020,0,2,0,1.8,0.03
Alleghany,4/20/2020,0,2,0,1.8,0.03
Alleghany,4/19/2020,0,2,0,1.8,0.03
Alleghany,4/18/2020,0,2,0,1.8,0.03
Alleghany,4/17/2020,0,2,0,1.8,0.03
Alleghany,4/16/2020,0,2,0,1.8,0.04
Alleghany,4/15/2020,0,2,0,1.8,0.04
Anson,9/18/2020,13,547,4,223.8,0.29
Anson,9/17/2020,6,534,4,218.4,0.28
Anson,9/16/2020,7,528,3,216,0.28
Anson,9/15/2020,11,521,3,213.1,0.28
Anson,9/14/2020,2,510,3,208.6,0.27
Anson,9/13/2020,3,508,3,207.8,0.27
Anson,9/12/2020,6,505,3,206.6,0.27
Anson,9/11/2020,7,499,3,204.1,0.27
Anson,9/10/2020,5,492,3,201.3,0.27
Anson,9/9/2020,4,487,3,199.2,0.27
Anson,9/8/2020,0,483,3,197.6,0.27
Anson,9/7/2020,3,483,3,197.6,0.27
Anson,9/6/2020,12,480,3,196.4,0.27
Anson,9/5/2020,7,468,3,191.4,0.27
Anson,9/4/2020,3,461,3,188.6,0.26
Anson,9/3/2020,6,458,3,187.4,0.27
Anson,9/2/2020,7,452,3,184.9,0.26
Anson,9/1/2020,7,445,3,182,0.26
Anson,8/30/2020,6,438,3,179.2,0.26
Anson,8/28/2020,3,432,3,176.7,0.27
Anson,8/27/2020,8,429,3,175.5,0.27
Anson,8/26/2020,6,421,3,172.2,0.26
Anson,8/25/2020,9,415,3,169.8,0.26
Anson,8/24/2020,6,406,3,166.1,0.26
Anson,8/23/2020,3,400,3,163.6,0.26
Anson,8/22/2020,2,397,3,162.4,0.26
Anson,8/21/2020,7,395,3,161.6,0.26
Anson,8/20/2020,4,388,3,158.7,0.26
Anson,8/19/2020,3,384,3,157.1,0.26
Anson,8/18/2020,4,381,3,155.9,0.26
Anson,8/17/2020,3,377,3,154.2,0.26
Anson,8/16/2020,8,374,3,153,0.26
Anson,8/15/2020,3,366,3,149.7,0.25
Anson,8/14/2020,5,363,3,148.5,0.26
Anson,8/13/2020,19,358,3,146.4,0.25
Anson,8/12/2020,7,339,3,138.7,0.24
Anson,8/11/2020,4,332,3,135.8,0.24
Anson,8/10/2020,0,328,3,134.2,0.24
Anson,8/9/2020,1,328,3,134.2,0.24
Anson,8/8/2020,10,327,3,133.8,0.24
Anson,8/7/2020,-1,317,3,129.7,0.24
Anson,8/6/2020,7,318,2,130.1,0.24
Anson,8/5/2020,3,311,2,127.2,0.24
Anson,8/4/2020,5,308,2,126,0.24
Anson,8/3/2020,1,303,2,123.9,0.24
Anson,8/2/2020,1,302,2,123.5,0.24
Anson,8/1/2020,0,301,2,123.1,0.24
Anson,7/31/2020,3,301,2,123.1,0.25
Anson,7/30/2020,3,298,2,121.9,0.25
Anson,7/29/2020,3,295,2,120.7,0.25
Anson,7/28/2020,5,292,2,119.4,0.25
Anson,7/27/2020,7,287,2,117.4,0.25
Anson,7/26/2020,1,280,2,114.5,0.25
Anson,7/25/2020,10,279,2,114.1,0.25
Anson,7/24/2020,-2,269,1,110,0.25
Anson,7/23/2020,4,271,1,110.9,0.25
Anson,7/22/2020,0,267,1,109.2,0.25
Anson,7/21/2020,0,267,1,109.2,0.26
Anson,7/20/2020,7,267,1,109.2,0.26
Anson,7/19/2020,7,260,1,106.4,0.26
Anson,7/18/2020,13,253,1,103.5,0.26
Anson,7/17/2020,6,240,1,98.2,0.25
Anson,7/16/2020,16,234,1,95.7,0.25
Anson,7/15/2020,4,218,1,89.2,0.24
Anson,7/14/2020,6,214,1,87.5,0.24
Anson,7/13/2020,14,208,1,85.1,0.24
Anson,7/12/2020,5,194,1,79.4,0.23
Anson,7/11/2020,7,189,1,77.3,0.23
Anson,7/10/2020,6,182,1,74.4,0.22
Anson,7/9/2020,5,176,1,72,0.22
Anson,7/8/2020,9,171,1,70,0.22
Anson,7/7/2020,7,162,1,66.3,0.21
Anson,7/6/2020,6,155,1,63.4,0.21
